为你而选为你为家 积水潭地铁 五月华庭精装一居电梯房,五月华庭,4700,http://bj.ganji.com/fang1/2568321766x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItnPFNPmnhrpMEBgH01O44V_PeLMnkYQ08SchC5h6Rq1aQUc6hx4JL6ULVArMWk5cE2CdAyBmmPmVC1QKzFpOXBGzf6nbWJEzb&trackkey=b3e8a65060064de5564fcfaab5f573a5
为你而选为你为家 新街口 冠英园南北两居室 带电梯,冠英园小区,13000,http://bj.ganji.com/fang1/2561568787x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-It6d4AmHeWWl3kthUWDvKOrPPeLMnkYQ08MtgyoSd0gsGQUc6hx4JL6ZnRwTrJ1JAHUwSZrSwzvEAfnHxYraB1jw&trackkey=f2f1952c5bd39ca82d8338ccd38337b8
青塔 岳各庄 梅市口路 珠江峰景精装全齐三室两厅两卫随时看房,珠江峰景,6000,http://bj.ganji.com/fang1/2529044215x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItekeB4RMTiB7mhvG5KBbrABWktHlinaC8HNlgRQdJd4WQUc6hx4JL6ajs7fUAgGld2CdAyBmmPmWo7O31AIBpXWzf6nbWJEzb&trackkey=e612f0f9ffdff4e1537c322f1e4b3ec7
邻近玉泉路地铁走路5到10分 婚房初次出租 家电齐全拎包入住,玉泉路11号院,4200,http://bj.ganji.com/fang1/2566185619x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItVUCbQmLwZ3j1kHh-psT5pq2qjbB-5DYo4pX17jnErhqQUc6hx4JL6X8n11bVbQCZsF0_CC_QQPFMFZn8E2EnCF66BJY5Wkql&trackkey=c3f0099435ade47ba871c80f1ef51bdb
菜户营 万润风景朝南向温馨精装一居室 家私齐全 拎包入住,万润风景,3500,http://bj.ganji.com/fang1/2556211188x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItRlY4FtF-mnbFx0BUGR-tSPPeLMnkYQ08LAK1fKN3nDmQUc6hx4JL6eNgPJBTFW762CdAyBmmPmXjYDyQUxVu-mzf6nbWJEzb&trackkey=424f3e9261de0565725a83ddb907fdd0
地铁6号线物资学院精装公寓独立厨卫一居可月付, 常营租房,1000,http://bj.ganji.com/fang1/2394753800x.htm
商住两用房屋出租, 花市租房,17000,http://bj.ganji.com/fang1/2534244867x.htm
"个人公寓房东直租,价格优惠,交通便利,", 十八里店租房,850,http://bj.ganji.com/fang1/2627113730x.htm
五道口西王庄 清华大学 王庄路矿业大学 精装一居 只此一套,西王庄小区,5000,http://bj.ganji.com/fang1/2568821773x.htm
"店长推荐!学院路 五道口 地铁房出租,居住舒适,干净整洁",北京语言大学宿舍,5500,http://bj.ganji.com/fang1/2651325632x.htm
管庄 远洋一方林语苑一居室 拎包入住,远洋一方林语苑,3600,http://bj.ganji.com/fang1/2560229994x.htm
宏福苑房源出租, 北七家租房,1200,http://bj.ganji.com/fang1/2523378946x.htm
南楼天竺新村 精品2居复式3600精装修 干净整洁拎包即住,天竺新村,3600,http://bj.ganji.com/fang1/2650310780x.htm
精装小两居 临近地铁 家具家电齐全 拎包入住,劲松二区,4300,http://bj.ganji.com/fang1/2650215836x.htm
(中介不租)北京朝阳区双井富力城A1座2615室开间, 双井租房,7500,http://bj.ganji.com/fang1/2545185115x.htm
明天城一居室精装修,明天第一城6号院,5000,http://bj.ganji.com/fang1/2565535438x.htm
干净舒适交通方便, 酒仙桥租房,11000,http://bj.ganji.com/fang1/2567174020x.htm
8090青年酒店式公寓 忆家.轻社区火爆招租中, 租房,2300,http://bj.ganji.com/fang1/2560034605x.htm
可以注册公司 精装修 四环辅路边上,紫熙台,17500,http://bj.ganji.com/fang1/2473956356x.htm
鹏润家园豪苑精装修写字楼, 白纸坊租房,26000,http://bj.ganji.com/fang1/2493902506x.htm
"告别合租,有怡公寓独立私密空间,可月付,安静整洁!", 国贸租房,3000,http://bj.ganji.com/fang1/2626793837x.htm
为你而选为你为家 高层2居 有钥匙看房 干净拎包入住,九龙花园,8300,http://bj.ganji.com/fang1/2502245971x.htm
双包小两居 家具家电齐全 南向阳光充足楼层好1000急租,福成四期,1000,http://bj.ganji.com/fang1/1233846077x.htm
宏福苑精装大两居，家电齐全，随看随住,宏福苑小区,3200,http://bj.ganji.com/fang1/2612324801x.htm
六里桥，风荷曲苑，距九号线十号线一号线500米，随时拎包入住,风荷曲苑,12000,http://bj.ganji.com/fang1/2648181752x.htm
星河皓月南北通透精装两居82平押一付三,星河皓月,2500,http://bj.ganji.com/fang1/2565300560x.htm
富锦嘉园合租房，拎包入住，安全干净，价格实惠，适合单身跟情侣,富锦嘉园,1790,http://bj.ganji.com/fang3/2615965454x.htm
永定路70 两居室 精装修 家电家具全齐 武警医院旁,永定路70号院,4800,http://bj.ganji.com/fang1/2535312121x.htm
为你而选为你为家 国美东南两居室，高楼层，采光好，房间敞亮,国美第一城3号院,7200,http://bj.ganji.com/fang1/2586461582x.htm
农科院两居室次卧出租, 魏公村租房,3000,http://bj.ganji.com/fang1/2652262733x.htm
中关村农科院两居室次卧出租, 魏公村租房,3000,http://bj.ganji.com/fang1/2569380889x.htm
为你而选为你为家 银领国际 东南两室两卫 精装 业主诚意租,银领国际,8500,http://bj.ganji.com/fang1/2560597456x.htm
便宜 八通城铁沿线 三家合租899元 月付的哦 空房随时入住, 九棵树租房,899,http://bj.ganji.com/fang3/2649986612x.htm
西直门 楼龄新 精装 独立卫生间,天兆家园,3830,http://bj.ganji.com/fang3/2524005429x.htm
宝龙国际公寓 正规一居室 高大上的住所 着急租 诚心只为你,宝龙国际公寓,3500,http://bj.ganji.com/fang1/2460358968x.htm
溪雅苑二区九洲溪雅苑，西棕榈滩新生活的起点, 长阳租房,3350,http://bj.ganji.com/fang1/2497143018x.htm
尚品公寓2室1厅房东直租(包物业暖气),尚品小区,2900,http://bj.ganji.com/fang1/2538402486x.htm
优公寓无押金无杂费免费wifi定期给您做保洁, 三元桥租房,1800,http://bj.ganji.com/fang3/2642460158x.htm
为你而选为你为家 国美东向两居 6号线青年路站 大悦城,国美第一城2号院,6700,http://bj.ganji.com/fang1/2624528636x.htm
为你而选为你为家 梨园地铁 新通国际花园 一居室 3500,新通国际花园,3600,http://bj.ganji.com/fang1/2626637138x.htm
魏公村小区正规三居室出租 随时看房 能住多人 采光好 交通便,魏公村小区,6500,http://bj.ganji.com/fang1/2415268600x.htm
小红门地铁全齐两居室 很近很近,鸿博家园,3600,http://bj.ganji.com/fang1/2616679436x.htm
"个人转租,租金月付,需要的抓紧", 大屯租房,2600,http://bj.ganji.com/fang3/2569194097x.htm
上地 上地东里 精装修单间低价出租,上地东里,1000,http://bj.ganji.com/fang3/2633028527x.htm
行宫南区 精装修三居室 南北通透 全家电 整洁干净,行宫南区,1600,http://bj.ganji.com/fang1/2493530130x.htm
卢沟桥新月家园 两居 中楼层 家具家电齐全 南北通透户型,新月家园,3600,http://bj.ganji.com/fang1/2545436466x.htm
慈云寺 八里庄 十里堡东里 京棉新城 精装超大主卧室,十里堡东里,2500,http://bj.ganji.com/fang3/2636326535x.htm
进来看看！地铁房 瞰都国际单间仅租1200 拎包即住,瞰都国际,1200,http://bj.ganji.com/fang3/2465700188x.htm
清河安宁庄小米公司五彩城附近南向开间个人直租(中介勿扰), 清河租房,4500,http://bj.ganji.com/fang1/2561246085x.htm
"公寓,首次出租", 张家湾租房,120000,http://bj.ganji.com/fang1/2652261788x.htm
主卧带独立卫生间 常营地铁 个人租无, 常营租房,2500,http://bj.ganji.com/fang3/2559367446x.htm
"珺悦国际651室1厅1卫1阳台,对超值,免费看房", 租房,3200,http://bj.ganji.com/fang1/2537545770x.htm
西南三环 万柳桥北侧 宝隆大厦精装一居 68平米可办公可注册,CUV北京宝隆大厦,5200,http://bj.ganji.com/fang1/2528446149x.htm
马连道第三区 精装两居 欧式装修 临近地铁 商住两用 南向,第三区·观邸,8000,http://bj.ganji.com/fang1/2396115349x.htm
独立厨卫、无隔断、非常适合单身或小两口居住、家具家电全齐, 沙河镇租房,1100,http://bj.ganji.com/fang1/2526647863x.htm
为你而选为你为家 朝阳北路大悦城地铁6号线青年路十里堡珠江罗,珠江罗马嘉园,6200,http://bj.ganji.com/fang1/2449867606x.htm
"公寓直租,绝非中介,诚心,客户至上,服务到位!", 宋家庄租房,2600,http://bj.ganji.com/fang1/2561245905x.htm
个人出租 中介勿扰!, 呼家楼租房,7500,http://bj.ganji.com/fang1/2368854758x.htm
为你而选为你为家 育翔 双朝南两居 精装修 拎包入住,新风北里,6500,http://bj.ganji.com/fang1/2515616820x.htm
地铁知春路 中关村东路 骏马大厦旁精装正规一居室 随时看房,中关村319号楼,5000,http://bj.ganji.com/fang1/2553895573x.htm
霍家营地铁旁紫金新干线精装三居室家电配套齐全 精装修,紫金新干线,5300,http://bj.ganji.com/fang1/2553853627x.htm
通州 北苑 果园 世纪星城 合租主卧室 租金月付 1300,世纪星城,1300,http://bj.ganji.com/fang3/2552205595x.htm
南北两居精装修双包家具家电齐全,福成三期,1800,http://bj.ganji.com/fang1/2531773158x.htm
业主直租 中关村南大街40号院精装2居整租, 白石桥租房,7000,http://bj.ganji.com/fang1/2652261566x.htm
金来公寓 刘庄 1室1厅 51 平 永葆健职工家属院, 北关环岛租房,1900,http://bj.ganji.com/fang1/2652247352x.htm
"单间公寓,低价出租,押一付一,可单租可承包,可办理居住证!!", 不限租房,500,http://bj.ganji.com/fang1/2582980283x.htm
免费wifi，免费保洁，拎包入住，家具齐全,田园风光雅苑,1730,http://bj.ganji.com/fang3/2478305234x.htm
北京像素 地铁6号线草房 精装修 合租公寓,中宏北京像素,1690,http://bj.ganji.com/fang3/2581174565x.htm
为你而选为你为家 官园 官苑8号 低楼层 三居 可居住可办公,官苑8号,20000,http://bj.ganji.com/fang1/2589858422x.htm
蛋壳公寓，天通苑西三区，地铁天通苑立水桥，精致装修，押一付一,天通苑西三区,2280,http://bj.ganji.com/fang3/2546750226x.htm
地铁新宫 马家堡 角门西 公益西桥站附近 精品单间 拎包即住,南庭新苑,1300,http://bj.ganji.com/fang3/2541550018x.htm
房山区良乡南肖庄村, 良乡租房,200,http://bj.ganji.com/fang1/2648028335x.htm
直租!金台路两室一厅次卧出租!, 甜水园租房,2600,http://bj.ganji.com/fang3/2542795119x.htm
名佳花园二区出租房屋, 北七家租房,4000,http://bj.ganji.com/fang1/2545023354x.htm
加州水郡小三居室精装修全套家具家电包物业自供暖,加州水郡,3500,http://bj.ganji.com/fang1/2505117091x.htm
西八里庄北里 紧邻地铁六、十号线慈寿寺站 国际财经中心周边,西八里庄北里,4500,http://bj.ganji.com/fang1/2631803273x.htm
为你而选为你为家 御景山 精装两居 拎包入住需要的电话我,御景山小区,5800,http://bj.ganji.com/fang1/2623079567x.htm
旧宫新苑北区2居室88平，装修好看房直接打电话,旧宫新苑北区,3900,http://bj.ganji.com/fang1/2459135211x.htm
Y虎坊路合租次卧随时能看房随时能入住,虎坊路小区,1900,http://bj.ganji.com/fang3/2501758083x.htm
【自如友家】石景山区石景山其它西山奥园4居室-南卧,西山奥园,1430,http://bj.ganji.com/fang3/1895737223x.htm
【自如友家】朝阳区垡头垡头北里2居室-南卧,垡头北里,2190,http://bj.ganji.com/fang3/1895736881x.htm
中关村商圈 远中悦来精装两居出租 紧邻微软新东方 可短租,远中悦莱国际酒店公寓,10500,http://bj.ganji.com/fang1/2558106126x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-It5zod1nUitsty_CHTEDhBSfPeLMnkYQ08JaSncgafca-QUc6hx4JL6RXwxOpWeaj4UwSZrSwzvECHxHhx7xengA&trackkey=88511b8b61ad0c524f4c86a48d31cdea
为你而选为你为家 车公庄西路38号院 电梯房 拎包入住,车公庄西路38号院,7000,http://bj.ganji.com/fang1/2644602893x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-Itc-lLDtDrfZe75UN8_HP_FEF7Swu4NrQRCqIvC6mtpgVXdUdwcblOUmt8GFtgjQGbsF0_CC_QQPFrfBhbYI0Bm-7hi04Sslop&trackkey=5c86e8c1752d938c542999035a803f0f
小西天北邮北师大学院南路精装南北二居 可月付装修好楼层低,学院南路乙12号院,6390,http://bj.ganji.com/fang1/2547701026x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-Itb7W4R-_Zqsly_CHTEDhBSa2qjbB-5DYoZHbaiMsGyU-QUc6hx4JL6Xyw7hh8NxxwUwSZrSwzvEBnfkidH-1zew&trackkey=0f4653332b7e6560150dc5062d424ac4
为你而选为你为家 中信锦园东西通透两居 看房方便有钥匙 空房,中信锦园,12000,http://bj.ganji.com/fang1/2523893308x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItDptBtDeYAKJYdtZgunq8u_PeLMnkYQ08lL0Ec1O5e2aQUc6hx4JL6e-q4NRFa34MUwSZrSwzvEBjRuhZbQdbEw&trackkey=b7d9bec0b8cc1cc2c16cbbb3855084f3
为你而选为你为家 华茂国际公寓 精装一居 为你而来,国贸华贸国际公寓,13000,http://bj.ganji.com/fang1/2551473732x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItR9Kcz4nLvSfRk0FBiAG09EF7Swu4NrQRBwnPZCFv-_ZXdUdwcblOUkBm1qZF1xG-sF0_CC_QQPFAZtamRdcRvu7hi04Sslop&trackkey=a459a86540a668103a4e8b9caebdecec
押一付一、魏公村地铁站附近、堵门独户独立卫生间没有厨房随时看,魏公村9号院,3300,http://bj.ganji.com/fang1/2543945533x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItZX5cmYeDRnRNz19P-JBkw6OJxzntlkvq9mohoiNWyvuQUc6hx4JL6VqWmALS6VnWUwSZrSwzvEA8OnfwHTFF5w&trackkey=c1038db4fb724c1ff22c3c3a9ba1dad8
四惠爱这城双卫全南大两居拎包住 都会华庭东恒时代远洋天地随时,爱这城二期,9000,http://bj.ganji.com/fang1/2538019443x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-Itbv_frW1h2BhI5HkwejowWvPeLMnkYQ087sWc3cd6IhqQUc6hx4JL6ZY3b-UZYVvW2CdAyBmmPmWWN2_lGWFb1mzf6nbWJEzb&trackkey=fb5fd378519b1586998ce67a97fa6022
13号线柳芳 国展 和平东桥 光熙家园 和平街精装2居出租,和平街十五区,5600,http://bj.ganji.com/fang1/2649047480x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItXs7Snps5L0FOW1-D_yBa5smIoCqUoclQTKBJtAfLmViQUc6hx4JL6ZlGNU9hkoFtUwSZrSwzvECYKHvGAuJnjQ&trackkey=929b760b354d541cd6ab4e998fa64ec0
为你而选为你为家 精装修 高层 看房方便 诚意出租, 朝外租房,55000,http://bj.ganji.com/fang1/2642621810x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItgOXgjdLg7Vi_F5Z9GCI29vPeLMnkYQ08qVaaIdbrWTyQUc6hx4JL6VXJ9aPhCqjMUwSZrSwzvEDizmrX7qdv4g&trackkey=ec1c77ce9e900714ec1cc139adf04cba
有钥匙房源，随时可看，东亚上北1室诚心出租,东亚上北中心,4300,http://bj.ganji.com/fang1/2561034753x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-IteQTcc5JO_hPLNy11LNfRHQKGJy_rVr5fUQ5Ua7FhYrGQUc6hx4JL6aIhWSIC44vzUwSZrSwzvEChvjY1B9pxkA&trackkey=6ba16fdd616476cb4c0b1f833bdf37ed
为你而选为你为家 积水潭地铁 五月华庭精装一居电梯房,五月华庭,4700,http://bj.ganji.com/fang1/2568321766x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItnPFNPmnhrpMEBgH01O44V_PeLMnkYQ08SchC5h6Rq1aQUc6hx4JL6ULVArMWk5cE2CdAyBmmPmVC1QKzFpOXBGzf6nbWJEzb&trackkey=ba59ddaae1cfe85217af5c02ce4f21cb
为你而选为你为家 新街口 冠英园南北两居室 带电梯,冠英园小区,13000,http://bj.ganji.com/fang1/2561568787x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-It6d4AmHeWWl3kthUWDvKOrPPeLMnkYQ08MtgyoSd0gsGQUc6hx4JL6ZnRwTrJ1JAHUwSZrSwzvEAfnHxYraB1jw&trackkey=d5ca5adeb8114979846024c4128153ac
青塔 岳各庄 梅市口路 珠江峰景精装全齐三室两厅两卫随时看房,珠江峰景,6000,http://bj.ganji.com/fang1/2529044215x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItekeB4RMTiB7mhvG5KBbrABWktHlinaC8HNlgRQdJd4WQUc6hx4JL6ajs7fUAgGld2CdAyBmmPmWo7O31AIBpXWzf6nbWJEzb&trackkey=c4f655b67504d5fd2c42126f6e7696a3
邻近玉泉路地铁走路5到10分 婚房初次出租 家电齐全拎包入住,玉泉路11号院,4200,http://bj.ganji.com/fang1/2566185619x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItVUCbQmLwZ3j1kHh-psT5pq2qjbB-5DYo4pX17jnErhqQUc6hx4JL6X8n11bVbQCZsF0_CC_QQPFMFZn8E2EnCF66BJY5Wkql&trackkey=55d6cb2997d9d5d915c44ed3091ff8cd
菜户营 万润风景朝南向温馨精装一居室 家私齐全 拎包入住,万润风景,3500,http://bj.ganji.com/fang1/2556211188x.htm?jingxuan=INKicKZPP1X6Hu04910OelFm4eEH5-ItRlY4FtF-mnbFx0BUGR-tSPPeLMnkYQ08LAK1fKN3nDmQUc6hx4JL6eNgPJBTFW762CdAyBmmPmXjYDyQUxVu-mzf6nbWJEzb&trackkey=8c009a8302d9739939f327790685bed8
地铁6号线物资学院精装公寓独立厨卫一居可月付, 常营租房,1000,http://bj.ganji.com/fang1/2394753800x.htm
商住两用房屋出租, 花市租房,17000,http://bj.ganji.com/fang1/2534244867x.htm
"个人公寓房东直租,价格优惠,交通便利,", 十八里店租房,850,http://bj.ganji.com/fang1/2627113730x.htm
五道口西王庄 清华大学 王庄路矿业大学 精装一居 只此一套,西王庄小区,5000,http://bj.ganji.com/fang1/2568821773x.htm
"店长推荐!学院路 五道口 地铁房出租,居住舒适,干净整洁",北京语言大学宿舍,5500,http://bj.ganji.com/fang1/2651325632x.htm
管庄 远洋一方林语苑一居室 拎包入住,远洋一方林语苑,3600,http://bj.ganji.com/fang1/2560229994x.htm
宏福苑房源出租, 北七家租房,1200,http://bj.ganji.com/fang1/2523378946x.htm
南楼天竺新村 精品2居复式3600精装修 干净整洁拎包即住,天竺新村,3600,http://bj.ganji.com/fang1/2650310780x.htm
精装小两居 临近地铁 家具家电齐全 拎包入住,劲松二区,4300,http://bj.ganji.com/fang1/2650215836x.htm
(中介不租)北京朝阳区双井富力城A1座2615室开间, 双井租房,7500,http://bj.ganji.com/fang1/2545185115x.htm
明天城一居室精装修,明天第一城6号院,5000,http://bj.ganji.com/fang1/2565535438x.htm
干净舒适交通方便, 酒仙桥租房,11000,http://bj.ganji.com/fang1/2567174020x.htm
8090青年酒店式公寓 忆家.轻社区火爆招租中, 租房,2300,http://bj.ganji.com/fang1/2560034605x.htm
可以注册公司 精装修 四环辅路边上,紫熙台,17500,http://bj.ganji.com/fang1/2473956356x.htm
鹏润家园豪苑精装修写字楼, 白纸坊租房,26000,http://bj.ganji.com/fang1/2493902506x.htm
"告别合租,有怡公寓独立私密空间,可月付,安静整洁!", 国贸租房,3000,http://bj.ganji.com/fang1/2626793837x.htm
航天城 唐家岭 小牛坊 友谊路 北清路 中关村软件园,航天城,1700,http://bj.ganji.com/fang3/2460770625x.htm
航天城 唐家岭 小牛坊 中关村软件园 百度联想,航天城,4500,http://bj.ganji.com/fang1/2470656342x.htm
宣颐家园复式 两居室 3000元 随时看房,宣颐家园,3000,http://bj.ganji.com/fang1/2480969317x.htm
爱家 菜百黄金 广安门 白广路6号院 精装一层的2居室,白广路6号院,6500,http://bj.ganji.com/fang1/2648090471x.htm
惠新西街 千鹤家园 新上精装一居室 朝南采光好 家电齐全,千鹤家园,6500,http://bj.ganji.com/fang1/2649955544x.htm
6号线北运河西站单间运河湾自如房 免WiFi 保洁,新华联运河湾,1790,http://bj.ganji.com/fang3/2555867311x.htm
为你而选为你为家 精装好房，居住舒适,智地香蜜湾,5800,http://bj.ganji.com/fang1/2465513641x.htm
国兴家园精装修大三居室可商住两用,国兴家园,14000,http://bj.ganji.com/fang1/1503409937x.htm
农科院两居室次卧出租, 魏公村租房,3000,http://bj.ganji.com/fang1/2652262733x.htm
和平里锦鸿阁高档公寓一居水电网免费适合单身夫妻居住,锦鸿阁,2800,http://bj.ganji.com/fang1/2646278330x.htm
便宜 八通城铁沿线 三家合租899元 月付的哦 空房随时入住, 九棵树租房,899,http://bj.ganji.com/fang3/2649986612x.htm
为你而选为你为家 德胜门 积水潭 短租7个月 家具齐拎包住,德胜里一区,6000,http://bj.ganji.com/fang1/2583678989x.htm
西直门 积水潭 北邮 北师大,文慧园10号院,6200,http://bj.ganji.com/fang1/2563002289x.htm
肖家河 骚子营 安河桥北 农大南路 精装大两居 随时拎包入住, 肖家河租房,6200,http://bj.ganji.com/fang1/2531898867x.htm
中关村农科院两居室次卧出租, 魏公村租房,3000,http://bj.ganji.com/fang1/2569380889x.htm
尚品公寓2室1厅房东直租(包物业暖气),尚品小区,2900,http://bj.ganji.com/fang1/2538402486x.htm
"个人转租,租金月付,需要的抓紧", 大屯租房,2600,http://bj.ganji.com/fang3/2569194097x.htm
望京14、15号线地铁站附近望京新城精装好次卧2200,望京新城,2200,http://bj.ganji.com/fang1/2553999553x.htm
可月付！惠新西街北京藏医院附近惠新里精装单间,惠新里,1500,http://bj.ganji.com/fang3/2553944395x.htm
为你而选为你为家 燕莎商圈朝阳公园 亮马桥福景苑西南大三居,福景苑,40000,http://bj.ganji.com/fang1/2553949525x.htm
为你而选为你为家 海特花园小区！干净正规一居室！随时可看！,苹果园海特花园小区,3600,http://bj.ganji.com/fang1/2553931375x.htm
理想新城 南向自住标准2居室出租，看房随时可以，仅此一套,理想新城,1500,http://bj.ganji.com/fang1/2484712643x.htm
清河安宁庄小米公司五彩城附近南向开间个人直租(中介勿扰), 清河租房,4500,http://bj.ganji.com/fang1/2561246085x.htm
"公寓,首次出租", 张家湾租房,120000,http://bj.ganji.com/fang1/2652261788x.htm
理想新城 一居室1400双包，看房方便，拎包入住 家具家电齐,理想新城,1400,http://bj.ganji.com/fang1/2539757515x.htm
朝阳双桥 拎包入住 家具齐全 送无线 可月付 传媒大学地铁,珠江绿洲,3600,http://bj.ganji.com/fang3/2553760087x.htm
为你而选为你为家 精装一居家具家电齐 6号线10号线交汇处,颐慧佳园,4800,http://bj.ganji.com/fang1/2553901855x.htm
"酒店式公寓对外直租,拎包入住,直达后沙峪地铁免费班车", 后沙峪租房,700,http://bj.ganji.com/fang1/2485412867x.htm
为你而选为你为家 正规两居室 采光好 交通便利,电建北院,4100,http://bj.ganji.com/fang1/2526602718x.htm
主卧带独立卫生间 常营地铁 个人租无, 常营租房,2500,http://bj.ganji.com/fang3/2559367446x.htm
国贸附近大学生公寓出租,嘉多丽园,450,http://bj.ganji.com/fang3/2544424039x.htm
为你而选为你为家 业主诚意出租，店长推荐房源.,红玺台,30000,http://bj.ganji.com/fang1/2527138281x.htm
天洋城 大俩居室 家具家电齐全 拎包入住,天洋城,2100,http://bj.ganji.com/fang1/2356442331x.htm
